Ord,WellID,Date,DayOn,OilMo,GasMo,WatMo,LiqMo,GOR,OilR,GasR,WatR,LiqR,WCT,Type,X,Y,year,month,day
518,104P,2022-10-01,30.71,522,55.3,5,527,106.0,16.99772061,1.800716379,0.162813416,17.16053403,0.948766603,Production,20.503652,106.741497,2022,10,1
519,108P,2022-10-01,9.82,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,10,1
520,201P,2022-10-01,3.38,610,23.8,7,617,39.0,180.4733728,7.041420118,2.071005917,182.5443787,1.13452188,Production,20.601342,106.594486,2022,10,1
521,106P,2022-11-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2022,11,1
522,5X,2022-11-01,27.96,390,142.7,10,400,366.0,13.94849785,5.103719599,0.357653791,14.30615165,2.5,Exploration,20.62548,106.773082,2022,11,1
523,105P,2022-11-01,28.42,240,54.5,35,275,227.0,8.444757213,1.917663617,1.231527094,9.676284307,12.72727273,Production,20.547723,106.699911,2022,11,1
524,107P,2022-11-01,29.71,913,116.9,126,1039,128.0,30.73039381,3.93470212,4.240996298,34.9713901,12.12704524,Production,20.575047,106.659054,2022,11,1
525,3X,2022-11-01,14.75,1730,133.2,21,1751,38.5,117.2881356,9.030508475,1.423728814,118.7118644,1.199314677,Exploration,20.595273,106.733257,2022,11,1
526,4X,2022-11-01,14.98,1956,170.2,12,1968,43.5,130.5740988,11.36181575,0.801068091,131.3751669,0.609756098,Exploration,20.660821,106.727077,2022,11,1
527,101P,2022-11-01,15.0,3217,164.1,155,3372,25.5,214.4666667,10.94,10.33333333,224.8,4.596678529,Production,20.656645,106.63129,2022,11,1
528,103P,2022-11-01,14.915,1854,98.3,81,1935,26.5,124.3043916,6.590680523,5.430774388,129.7351659,4.186046512,Production,20.674955,106.759349,2022,11,1
529,2X,2022-11-01,29.58,587,85.7,7,594,146.0,19.84448952,2.897227857,0.236646383,20.0811359,1.178451178,Exploration,20.55606,106.646396,2022,11,1
530,7X,2022-11-01,29.83,696,117.6,87,783,169.0,23.33221589,3.942339926,2.916526986,26.24874288,11.11111111,Exploration,20.48693,106.63232,2022,11,1
531,102P,2022-11-01,30.0,1796,93.4,83,1879,52.0,59.86666667,3.113333333,2.766666667,62.63333333,4.417243214,Production,20.579846,106.835224,2022,11,1
532,104P,2022-11-01,27.83,454,102.6,3,457,226.0,16.31333094,3.686669062,0.107797341,16.42112828,0.656455142,Production,20.503652,106.741497,2022,11,1
533,108P,2022-11-01,8.96,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,11,1
534,201P,2022-11-01,26.96,3265,143.7,0,3265,44.0,121.1053412,5.330118694,0.0,121.1053412,0.0,Production,20.601342,106.594486,2022,11,1
535,106P,2022-12-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2022,12,1
536,5X,2022-12-01,30.54,417,144.7,3,420,347.0,13.65422397,4.738048461,0.098231827,13.7524558,0.714285714,Exploration,20.62548,106.773082,2022,12,1
537,105P,2022-12-01,31.13,172,36.8,2,174,214.0,5.525216833,1.182139415,0.064246707,5.58946354,1.149425287,Production,20.547723,106.699911,2022,12,1
538,107P,2022-12-01,30.67,957,116.8,124,1081,122.0,31.20313009,3.808281709,4.0430388,35.24616889,11.47086031,Production,20.575047,106.659054,2022,12,1
539,3X,2022-12-01,15.335,1677,124.1,5,1682,37.0,109.3576785,8.092598631,0.326051516,109.68373,0.297265161,Exploration,20.595273,106.733257,2022,12,1
540,4X,2022-12-01,15.645,1869,147.7,107,1976,39.5,119.4630872,9.440715884,6.839245765,126.302333,5.414979757,Exploration,20.660821,106.727077,2022,12,1
541,101P,2022-12-01,15.645,3035,148.7,75,3110,24.5,193.9916906,9.504634068,4.793863854,198.7855545,2.411575563,Production,20.656645,106.63129,2022,12,1
542,103P,2022-12-01,15.54,1712,83.9,83,1795,24.5,110.1673102,5.398970399,5.341055341,115.5083655,4.623955432,Production,20.674955,106.759349,2022,12,1
543,2X,2022-12-01,30.83,544,76.7,5,549,141.0,17.64515083,2.487836523,0.162179695,17.80733052,0.910746812,Exploration,20.55606,106.646396,2022,12,1
544,7X,2022-12-01,30.79,708,113.3,62,770,160.0,22.99447873,3.679766158,2.013640792,25.00811952,8.051948052,Exploration,20.48693,106.63232,2022,12,1
545,102P,2022-12-01,30.75,1886,92.4,2,1888,49.0,61.33333333,3.004878049,0.06504065,61.39837398,0.105932203,Production,20.579846,106.835224,2022,12,1
546,104P,2022-12-01,30.92,436,93.3,16,452,214.0,14.10090556,3.017464424,0.517464424,14.61836999,3.539823009,Production,20.503652,106.741497,2022,12,1
547,108P,2022-12-01,9.973333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2022,12,1
548,201P,2022-12-01,15.645,2516,103.2,28,2544,20.5,160.8181528,6.596356663,1.789709172,162.6078619,1.100628931,Production,20.601342,106.594486,2022,12,1
549,106P,2023-01-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,1,1
550,5X,2023-01-01,29.96,531,33.5,39,570,63.0,17.72363151,1.118157543,1.301735648,19.02536716,6.842105263,Exploration,20.62548,106.773082,2023,1,1
551,105P,2023-01-01,29.54,156,29.6,15,171,190.0,5.280974949,1.002031144,0.507786053,5.788761002,8.771929825,Production,20.547723,106.699911,2023,1,1
552,107P,2023-01-01,29.83,950,157.7,153,1103,166.0,31.84713376,5.286624204,5.1290647,36.97619846,13.8712602,Production,20.575047,106.659054,2023,1,1
553,211P,2023-01-01,21.21,140,7.3,27,167,52.0,6.600660066,0.344177275,1.272984441,7.873644507,16.16766467,Production,20.482808,106.717056,2023,1,1
554,3X,2023-01-01,15.25,1571,64.4,18,1589,20.5,103.0163934,4.22295082,1.180327869,104.1967213,1.132787917,Exploration,20.595273,106.733257,2023,1,1
555,4X,2023-01-01,15.315,1815,88.9,20,1835,24.5,118.5112635,5.804766569,1.305909239,119.8171727,1.089918256,Exploration,20.660821,106.727077,2023,1,1
556,101P,2023-01-01,15.355,3215,160.8,39,3254,25.0,209.3780528,10.47215891,2.539889287,211.917942,1.198524892,Production,20.656645,106.63129,2023,1,1
557,103P,2023-01-01,15.29,1677,75.5,19,1696,22.5,109.6795291,4.937867888,1.24264225,110.9221714,1.120283019,Production,20.674955,106.759349,2023,1,1
558,201P,2023-01-01,15.335,2321,130.0,28,2349,28.0,151.3531138,8.47733942,1.82588849,153.1790023,1.191996594,Production,20.601342,106.594486,2023,1,1
559,2X,2023-01-01,30.21,496,49.6,18,514,100.0,16.4184045,1.64184045,0.595829196,17.0142337,3.501945525,Exploration,20.55606,106.646396,2023,1,1
560,7X,2023-01-01,30.25,684,144.3,70,754,211.0,22.61157025,4.770247934,2.314049587,24.92561983,9.283819629,Exploration,20.48693,106.63232,2023,1,1
561,102P,2023-01-01,30.67,1779,85.4,20,1799,48.0,58.00456472,2.784479948,0.652103032,58.65666775,1.111728738,Production,20.579846,106.835224,2023,1,1
562,104P,2023-01-01,30.33,398,46.6,15,413,117.0,13.12232113,1.536432575,0.494559842,13.61688098,3.631961259,Production,20.503652,106.741497,2023,1,1
563,108P,2023-01-01,10.23666667,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,1,1
564,106P,2023-02-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,2,1
565,5X,2023-02-01,27.17,299,19.7,5,304,66.0,11.00478469,0.725064409,0.1840265,11.18881119,1.644736842,Exploration,20.62548,106.773082,2023,2,1
566,105P,2023-02-01,28.0,125,24.8,17,142,198.0,4.464285714,0.885714286,0.607142857,5.071428571,11.97183099,Production,20.547723,106.699911,2023,2,1
567,107P,2023-02-01,27.08,806,139.4,126,932,173.0,29.76366322,5.147710487,4.652880355,34.41654357,13.5193133,Production,20.575047,106.659054,2023,2,1
568,211P,2023-02-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.482808,106.717056,2023,2,1
569,3X,2023-02-01,13.835,1385,59.6,15,1400,21.5,100.1084207,4.307914709,1.084206722,101.1926274,1.071428571,Exploration,20.595273,106.733257,2023,2,1
570,4X,2023-02-01,13.96,1648,84.0,17,1665,25.5,118.0515759,6.017191977,1.217765043,119.269341,1.021021021,Exploration,20.660821,106.727077,2023,2,1
571,101P,2023-02-01,14.0,2908,151.2,32,2940,26.0,207.7142857,10.8,2.285714286,210.0,1.088435374,Production,20.656645,106.63129,2023,2,1
572,103P,2023-02-01,13.96,1681,79.0,89,1770,23.5,120.4154728,5.659025788,6.375358166,126.7908309,5.028248588,Production,20.674955,106.759349,2023,2,1
573,201P,2023-02-01,14.0,2001,98.0,26,2027,24.5,142.9285714,7.0,1.857142857,144.7857143,1.282683769,Production,20.601342,106.594486,2023,2,1
574,2X,2023-02-01,27.5,532,55.3,6,538,104.0,19.34545455,2.010909091,0.218181818,19.56363636,1.115241636,Exploration,20.55606,106.646396,2023,2,1
575,7X,2023-02-01,27.5,601,79.9,67,668,133.0,21.85454545,2.905454545,2.436363636,24.29090909,10.02994012,Exploration,20.48693,106.63232,2023,2,1
576,102P,2023-02-01,27.75,1574,78.7,18,1592,50.0,56.72072072,2.836036036,0.648648649,57.36936937,1.130653266,Production,20.579846,106.835224,2023,2,1
577,104P,2023-02-01,27.5,322,39.3,3,325,122.0,11.70909091,1.429090909,0.109090909,11.81818182,0.923076923,Production,20.503652,106.741497,2023,2,1
578,108P,2023-02-01,9.333333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,2,1
579,204P,2023-02-01,10.21,414,19.5,136,550,47.0,40.54848188,1.909892262,13.32027424,53.86875612,24.72727273,Production,20.534742,106.749522,2023,2,1
580,106P,2023-03-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,3,1
581,5X,2023-03-01,20.58,266,26.1,4,270,98.0,12.92517007,1.268221574,0.19436346,13.11953353,1.481481481,Exploration,20.62548,106.773082,2023,3,1
582,105P,2023-03-01,30.33,157,1.9,14,171,12.0,5.17639301,0.062644247,0.461589186,5.637982196,8.187134503,Production,20.547723,106.699911,2023,3,1
583,107P,2023-03-01,30.46,910,67.3,185,1095,74.0,29.87524622,2.209455023,6.073539068,35.94878529,16.89497717,Production,20.575047,106.659054,2023,3,1
584,211P,2023-03-01,0.5,5,1.2,0,5,245.0,10.0,2.4,0.0,10.0,0.0,Production,20.482808,106.717056,2023,3,1
585,3X,2023-03-01,15.04,1347,66.0,45,1392,24.5,89.56117021,4.388297872,2.992021277,92.55319149,3.232758621,Exploration,20.595273,106.733257,2023,3,1
586,4X,2023-03-01,15.46,1682,111.0,76,1758,33.0,108.7968952,7.179818887,4.915912031,113.7128072,4.323094425,Exploration,20.660821,106.727077,2023,3,1
587,101P,2023-03-01,15.5,3060,186.7,34,3094,30.5,197.4193548,12.04516129,2.193548387,199.6129032,1.098901099,Production,20.656645,106.63129,2023,3,1
588,103P,2023-03-01,15.395,2049,118.8,21,2070,29.0,133.0951608,7.716791166,1.364079247,134.45924,1.014492754,Production,20.674955,106.759349,2023,3,1
589,201P,2023-03-01,15.5,1973,126.3,24,1997,32.0,127.2903226,8.148387097,1.548387097,128.8387097,1.201802704,Production,20.601342,106.594486,2023,3,1
590,2X,2023-03-01,30.38,643,74.6,7,650,116.0,21.16524029,2.45556287,0.230414747,21.39565504,1.076923077,Exploration,20.55606,106.646396,2023,3,1
591,7X,2023-03-01,30.38,650,80.0,73,723,123.0,21.39565504,2.633311389,2.402896643,23.79855168,10.09681881,Exploration,20.48693,106.63232,2023,3,1
592,102P,2023-03-01,30.5,1741,106.2,19,1760,61.0,57.08196721,3.481967213,0.62295082,57.70491803,1.079545455,Production,20.579846,106.835224,2023,3,1
593,104P,2023-03-01,30.29,361,23.5,5,366,65.0,11.91812479,0.775833608,0.165070981,12.08319577,1.366120219,Production,20.503652,106.741497,2023,3,1
594,108P,2023-03-01,10.33333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,3,1
595,204P,2023-03-01,27.17,1398,85.3,81,1479,61.0,51.45380935,3.139492087,2.981229297,54.43503865,5.476673428,Production,20.534742,106.749522,2023,3,1
596,106P,2023-04-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,4,1
597,5X,2023-04-01,29.0,381,48.0,29,410,126.0,13.13793103,1.655172414,1.0,14.13793103,7.073170732,Exploration,20.62548,106.773082,2023,4,1
598,105P,2023-04-01,28.42,195,1.8,77,272,9.0,6.861365236,0.063335679,2.709359606,9.570724842,28.30882353,Production,20.547723,106.699911,2023,4,1
599,107P,2023-04-01,29.5,825,26.4,179,1004,32.0,27.96610169,0.894915254,6.06779661,34.03389831,17.82868526,Production,20.575047,106.659054,2023,4,1
600,211P,2023-04-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.482808,106.717056,2023,4,1
601,3X,2023-04-01,14.315,507,10.6,16,523,10.5,35.41739434,0.740482012,1.117708697,36.53510304,3.059273423,Exploration,20.595273,106.733257,2023,4,1
602,4X,2023-04-01,14.96,1578,44.2,112,1690,14.0,105.4812834,2.954545455,7.486631016,112.9679144,6.627218935,Exploration,20.660821,106.727077,2023,4,1
603,101P,2023-04-01,15.0,2936,487.4,33,2969,83.0,195.7333333,32.49333333,2.2,197.9333333,1.111485349,Production,20.656645,106.63129,2023,4,1
604,103P,2023-04-01,15.0,1848,46.2,83,1931,12.5,123.2,3.08,5.533333333,128.7333333,4.298291041,Production,20.674955,106.759349,2023,4,1
605,201P,2023-04-01,15.0,1947,52.6,62,2009,13.5,129.8,3.506666667,4.133333333,133.9333333,3.086112494,Production,20.601342,106.594486,2023,4,1
606,2X,2023-04-01,29.25,600,105.6,13,613,176.0,20.51282051,3.61025641,0.444444444,20.95726496,2.120717781,Exploration,20.55606,106.646396,2023,4,1
607,7X,2023-04-01,29.71,646,118.9,79,725,184.0,21.7435207,4.002019522,2.659037361,24.40255806,10.89655172,Exploration,20.48693,106.63232,2023,4,1
608,102P,2023-04-01,29.75,1575,41.0,177,1752,26.0,52.94117647,1.378151261,5.949579832,58.8907563,10.10273973,Production,20.579846,106.835224,2023,4,1
609,104P,2023-04-01,29.58,352,59.1,7,359,168.0,11.89993239,1.997971602,0.236646383,12.13657877,1.949860724,Production,20.503652,106.741497,2023,4,1
610,108P,2023-04-01,10.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,4,1
611,202P,2023-04-01,1.17,173,5.4,64,237,31.0,147.8632479,4.615384615,54.7008547,202.5641026,27.00421941,Production,20.484859,106.586096,2023,4,1
612,204P,2023-04-01,29.71,1561,40.6,16,1577,26.0,52.54123191,1.366543251,0.538539212,53.07977112,1.014584654,Production,20.534742,106.749522,2023,4,1
613,106P,2023-05-01,5.815,45,0.7,113,158,7.5,7.738607051,0.120378332,19.43250215,27.1711092,71.51898734,Production,20.541916,106.570045,2023,5,1
614,5X,2023-05-01,30.54,398,56.1,12,410,141.0,13.03208906,1.836935167,0.392927308,13.42501637,2.926829268,Exploration,20.62548,106.773082,2023,5,1
615,105P,2023-05-01,30.63,163,2.9,27,190,18.0,5.32158015,0.09467842,0.881488737,6.203068887,14.21052632,Production,20.547723,106.699911,2023,5,1
616,107P,2023-05-01,30.5,816,26.9,204,1020,33.0,26.75409836,0.881967213,6.68852459,33.44262295,20.0,Production,20.575047,106.659054,2023,5,1
617,211P,2023-05-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.482808,106.717056,2023,5,1
618,3X,2023-05-01,15.25,1225,27.0,20,1245,11.0,80.32786885,1.770491803,1.31147541,81.63934426,1.606425703,Exploration,20.595273,106.733257,2023,5,1
619,4X,2023-05-01,15.415,1492,47.7,14,1506,16.0,96.78884204,3.094388583,0.908206293,97.69704833,0.929614874,Exploration,20.660821,106.727077,2023,5,1
620,101P,2023-05-01,15.5,2888,534.3,32,2920,92.5,186.3225806,34.47096774,2.064516129,188.3870968,1.095890411,Production,20.656645,106.63129,2023,5,1
621,103P,2023-05-01,15.395,1771,49.6,18,1789,14.0,115.0373498,3.221825268,1.169210783,116.2065606,1.006148686,Production,20.674955,106.759349,2023,5,1
622,201P,2023-05-01,15.46,2643,81.9,51,2694,15.5,170.9573092,5.297542044,3.298835705,174.2561449,1.893095768,Production,20.601342,106.594486,2023,5,1
623,2X,2023-05-01,30.54,539,107.8,6,545,200.0,17.64898494,3.529796988,0.196463654,17.84544859,1.100917431,Exploration,20.55606,106.646396,2023,5,1
624,7X,2023-05-01,30.67,597,122.4,62,659,205.0,19.46527551,3.990870558,2.0215194,21.48679491,9.408194234,Exploration,20.48693,106.63232,2023,5,1
625,102P,2023-05-01,29.29,1446,41.9,39,1485,29.0,49.36838511,1.430522363,1.331512462,50.69989758,2.626262626,Production,20.579846,106.835224,2023,5,1
626,104P,2023-05-01,28.71,218,41.4,9,227,190.0,7.59317311,1.44200627,0.313479624,7.906652734,3.964757709,Production,20.503652,106.741497,2023,5,1
627,108P,2023-05-01,10.33333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,5,1
628,202P,2023-05-01,30.88,3156,110.5,68,3224,35.0,102.2020725,3.578367876,2.202072539,104.4041451,2.109181141,Production,20.484859,106.586096,2023,5,1
629,204P,2023-05-01,27.58,1305,37.8,13,1318,29.0,47.3168963,1.370558376,0.471356055,47.78825236,0.986342944,Production,20.534742,106.749522,2023,5,1
630,106P,2023-06-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,6,1
631,5X,2023-06-01,29.67,322,46.4,9,331,144.0,10.85271318,1.563869228,0.303336704,11.15604988,2.719033233,Exploration,20.62548,106.773082,2023,6,1
632,105P,2023-06-01,29.75,196,3.5,27,223,18.0,6.588235294,0.117647059,0.907563025,7.495798319,12.10762332,Production,20.547723,106.699911,2023,6,1
633,107P,2023-06-01,29.83,673,22.9,144,817,34.0,22.56118002,0.76768354,4.827355012,27.38853503,17.625459,Production,20.575047,106.659054,2023,6,1
634,211P,2023-06-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.482808,106.717056,2023,6,1
635,3X,2023-06-01,12.835,1064,24.5,12,1076,11.5,82.89832489,1.908843007,0.934943514,83.83326841,1.115241636,Exploration,20.595273,106.733257,2023,6,1
636,4X,2023-06-01,14.895,1447,46.3,15,1462,16.0,97.14669352,3.108425646,1.007049345,98.15374287,1.025991792,Exploration,20.660821,106.727077,2023,6,1
637,101P,2023-06-01,15.0,2786,521.0,31,2817,93.5,185.7333333,34.73333333,2.066666667,187.8,1.100461484,Production,20.656645,106.63129,2023,6,1
638,103P,2023-06-01,14.94,1628,45.6,18,1646,14.0,108.9692102,3.052208835,1.204819277,110.1740295,1.093560146,Production,20.674955,106.759349,2023,6,1
639,201P,2023-06-01,15.0,2221,68.9,25,2246,15.5,148.0666667,4.593333333,1.666666667,149.7333333,1.113089938,Production,20.601342,106.594486,2023,6,1
640,2X,2023-06-01,29.67,501,102.2,5,506,204.0,16.88574317,3.444556791,0.168520391,17.05426357,0.988142292,Exploration,20.55606,106.646396,2023,6,1
641,7X,2023-06-01,28.71,579,121.0,53,632,209.0,20.16718913,4.214559387,1.846046674,22.01323581,8.386075949,Exploration,20.48693,106.63232,2023,6,1
642,102P,2023-06-01,29.5,1549,46.5,24,1573,30.0,52.50847458,1.576271186,0.813559322,53.3220339,1.52574698,Production,20.579846,106.835224,2023,6,1
643,104P,2023-06-01,26.58,361,70.0,11,372,194.0,13.58164033,2.633559067,0.413844996,13.99548533,2.956989247,Production,20.503652,106.741497,2023,6,1
644,108P,2023-06-01,10.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,6,1
645,202P,2023-06-01,26.83,1777,64.0,49,1826,36.0,66.23183004,2.385389489,1.826313828,68.05814387,2.683461117,Production,20.484859,106.586096,2023,6,1
646,204P,2023-06-01,29.63,1294,38.8,13,1307,30.0,43.6719541,1.309483631,0.438744516,44.11069862,0.994644223,Production,20.534742,106.749522,2023,6,1
647,106P,2023-07-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,7,1
648,5X,2023-07-01,21.83,369,30.6,19,388,83.0,16.90334402,1.401740724,0.870361887,17.77370591,4.896907216,Exploration,20.62548,106.773082,2023,7,1
649,105P,2023-07-01,30.29,253,76.9,26,279,304.0,8.352591614,2.53879168,0.858369099,9.210960713,9.318996416,Production,20.547723,106.699911,2023,7,1
650,107P,2023-07-01,30.25,648,39.5,154,802,61.0,21.4214876,1.305785124,5.090909091,26.51239669,19.20199501,Production,20.575047,106.659054,2023,7,1
651,211P,2023-07-01,29.0,243,27.9,0,243,115.0,8.379310345,0.962068966,0.0,8.379310345,0.0,Production,20.482808,106.717056,2023,7,1
652,3X,2023-07-01,12.21,782,31.3,32,814,20.0,64.04586405,2.563472563,2.620802621,66.66666667,3.931203931,Exploration,20.595273,106.733257,2023,7,1
653,4X,2023-07-01,15.21,1234,71.6,13,1247,29.0,81.13083498,4.707429323,0.854700855,81.98553583,1.042502005,Exploration,20.660821,106.727077,2023,7,1
654,101P,2023-07-01,15.27,2776,152.7,31,2807,27.5,181.794368,10.0,2.030124427,183.8244925,1.104381902,Production,20.656645,106.63129,2023,7,1
655,103P,2023-07-01,15.165,1587,98.4,18,1605,31.0,104.6488625,6.488625124,1.18694362,105.8358061,1.121495327,Production,20.674955,106.759349,2023,7,1
656,201P,2023-07-01,15.5,2278,136.7,25,2303,30.0,146.9677419,8.819354839,1.612903226,148.5806452,1.085540599,Production,20.601342,106.594486,2023,7,1
657,2X,2023-07-01,30.0,393,44.0,3,396,112.0,13.1,1.466666667,0.1,13.2,0.757575758,Exploration,20.55606,106.646396,2023,7,1
658,7X,2023-07-01,30.25,550,69.9,86,636,127.0,18.18181818,2.310743802,2.842975207,21.02479339,13.52201258,Exploration,20.48693,106.63232,2023,7,1
659,102P,2023-07-01,29.83,1422,78.2,16,1438,55.0,47.67013074,2.621521958,0.536372779,48.20650352,1.112656467,Production,20.579846,106.835224,2023,7,1
660,104P,2023-07-01,23.46,351,24.2,14,365,69.0,14.96163683,1.031543052,0.596760443,15.55839727,3.835616438,Production,20.503652,106.741497,2023,7,1
661,108P,2023-07-01,9.973333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,7,1
662,202P,2023-07-01,31.0,1899,131.0,27,1926,69.0,61.25806452,4.225806452,0.870967742,62.12903226,1.401869159,Production,20.484859,106.586096,2023,7,1
663,204P,2023-07-01,30.58,1273,73.8,13,1286,58.0,41.62851537,2.413342054,0.425114454,42.05362982,1.01088647,Production,20.534742,106.749522,2023,7,1
664,106P,2023-08-01,5.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,8,1
665,5X,2023-08-01,26.92,396,35.6,23,419,90.0,14.7102526,1.32243685,0.854383358,15.56463596,5.489260143,Exploration,20.62548,106.773082,2023,8,1
666,105P,2023-08-01,29.63,243,16.3,29,272,67.0,8.201147486,0.550118124,0.978737766,9.179885251,10.66176471,Production,20.547723,106.699911,2023,8,1
667,107P,2023-08-01,30.67,788,52.0,180,968,66.0,25.69285947,1.695467884,5.868927291,31.56178676,18.59504132,Production,20.575047,106.659054,2023,8,1
668,211P,2023-08-01,30.92,187,23.4,0,187,125.0,6.047865459,0.756791721,0.0,6.047865459,0.0,Production,20.482808,106.717056,2023,8,1
669,3X,2023-08-01,15.25,875,38.5,19,894,22.0,57.37704918,2.524590164,1.245901639,58.62295082,2.125279642,Exploration,20.595273,106.733257,2023,8,1
670,4X,2023-08-01,15.335,1218,75.5,12,1230,31.0,79.42614933,4.923377894,0.782523639,80.20867297,0.975609756,Exploration,20.660821,106.727077,2023,8,1
671,101P,2023-08-01,15.5,2983,179.0,49,3032,30.0,192.4516129,11.5483871,3.161290323,195.6129032,1.616094987,Production,20.656645,106.63129,2023,8,1
672,103P,2023-08-01,14.21,1617,108.3,16,1633,33.5,113.7931034,7.621393385,1.125967628,114.9190711,0.979791794,Production,20.674955,106.759349,2023,8,1
673,201P,2023-08-01,13.875,2264,147.2,32,2296,32.5,163.1711712,10.60900901,2.306306306,165.4774775,1.393728223,Production,20.601342,106.594486,2023,8,1
674,2X,2023-08-01,30.63,491,59.4,11,502,121.0,16.03003591,1.93927522,0.359125041,16.38916095,2.19123506,Exploration,20.55606,106.646396,2023,8,1
675,7X,2023-08-01,30.67,579,79.3,86,665,137.0,18.87838278,2.585588523,2.804043039,21.68242582,12.93233083,Exploration,20.48693,106.63232,2023,8,1
676,102P,2023-08-01,30.63,1451,87.1,24,1475,60.0,47.37185766,2.843617369,0.783545544,48.1554032,1.627118644,Production,20.579846,106.835224,2023,8,1
677,104P,2023-08-01,30.5,586,44.0,13,599,75.0,19.21311475,1.442622951,0.426229508,19.63934426,2.170283806,Production,20.503652,106.741497,2023,8,1
678,108P,2023-08-01,10.33333333,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.53645,106.646651,2023,8,1
679,202P,2023-08-01,31.0,2000,150.0,22,2022,75.0,64.51612903,4.838709677,0.709677419,65.22580645,1.088031652,Production,20.484859,106.586096,2023,8,1
680,204P,2023-08-01,30.46,1237,76.7,15,1252,62.0,40.6106369,2.518056467,0.492449114,41.10308601,1.198083067,Production,20.534742,106.749522,2023,8,1
681,106P,2023-09-01,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Production,20.541916,106.570045,2023,9,1
682,5X,2023-09-01,29.54,451,28.4,16,467,63.0,15.26743399,0.96140826,0.541638456,15.80907244,3.426124197,Exploration,20.62548,106.773082,2023,9,1
683,105P,2023-09-01,29.67,241,16.4,35,276,68.0,8.122682845,0.552746882,1.179642737,9.302325581,12.68115942,Production,20.547723,106.699911,2023,9,1
684,107P,2023-09-01,29.63,680,44.9,219,899,66.0,22.94971313,1.515356058,7.391157611,30.34087074,24.36040044,Production,20.575047,106.659054,2023,9,1
685,211P,2023-09-01,29.33,137,41.4,0,137,302.0,4.670985339,1.411524037,0.0,4.670985339,0.0,Production,20.482808,106.717056,2023,9,1
686,3X,2023-09-01,13.02,1497,65.9,18,1515,22.0,114.9769585,5.061443932,1.382488479,116.359447,1.188118812,Exploration,20.595273,106.733257,2023,9,1
687,4X,2023-09-01,14.875,1161,102.2,14,1175,44.0,78.05042017,6.870588235,0.941176471,78.99159664,1.191489362,Exploration,20.660821,106.727077,2023,9,1
688,101P,2023-09-01,15.0,2991,206.4,33,3024,34.5,199.4,13.76,2.2,201.6,1.091269841,Production,20.656645,106.63129,2023,9,1
689,103P,2023-09-01,14.895,1572,106.9,14,1586,34.0,105.5387714,7.176905002,0.939912722,106.4786841,0.882723834,Production,20.674955,106.759349,2023,9,1
690,201P,2023-09-01,14.79,2532,167.1,28,2560,33.0,171.1967546,11.29817444,1.893171062,173.0899256,1.09375,Production,20.601342,106.594486,2023,9,1
691,2X,2023-09-01,29.54,444,50.2,5,449,113.0,15.03046716,1.699390657,0.169262018,15.19972918,1.113585746,Exploration,20.55606,106.646396,2023,9,1
